t,A,B,C,D,E
319.0,-0.23317286784797975,-0.24309065191757273,-2.099749377247994,-0.7439177530112606,1
320.0,-0.40814276957045004,-0.007210967491681708,-1.8999232575641007,-0.8318578909427192,1
321.0,-0.5987347824931547,0.2135256642736738,-1.699997146387718,-0.7597368435949633,1
322.0,-1.197350604508736,0.11603497381106387,-1.7999710363300245,-0.7675538230792938,0
323.0,-1.3960720495619032,0.09769831639631688,-1.9498449300020042,-0.7753080477042756,0
324.0,-1.5869767207401564,0.3564295665625592,-2.0496188400141855,-0.7629987420539092,0
325.0,-1.762453851238172,0.1907284090790482,-2.299292788975378,-0.8306251370651674,0
326.0,-1.7155077216130872,0.2997186651537732,-2.3488668094904144,-0.7781864701049053,0
327.0,-1.2400365570424712,0.1831706748002867,-2.3983409441568875,-0.7256819850461192,0
328.0,-1.1310757858312195,0.24150716360156377,-2.2477152455608933,-0.673110932343562,0
329.0,-1.1849959612184215,0.17579244400184302,-2.19698977627177,-0.680472569108694,0
330.0,-1.59964745596635,0.18770522698411352,-2.196164608835841,-0.7477661591839742,0
331.0,-1.574446161214865,0.0794957386707773,-2.1452398257691625,-0.754990973216472,0
332.0,-2.1103967730584245,-0.14607176267758581,-2.0942155195492713,-0.7621462887308058,0
333.0,-2.0100527384832927,-0.2857896008370585,-2.043091792605935,-0.829231390201386,0
334.0,-1.6774144574940792,-0.43608862309928415,-2.1918687573109126,-0.7962455691239705,0
335.0,-1.117769799789505,-0.29312937582371856,-2.0905465359667135,-0.7831881240865122,0
336.0,-1.53748329408441,-0.25290018494429295,-2.18912526079437,-0.7900583608392996,0
337.0,-1.1437423944342893,-0.31131963592153356,-1.9376050739202153,-0.7968555923643834,0
338.0,-1.144270939123429,-0.5643408352451844,-1.8359861273616704,-0.7635791389442745,0
339.0,-0.9470212256065104,-0.6080547900822936,-1.7842685830120415,-0.6702283282299188,0
340.0,-0.9598569775039592,-0.8387902651926438,-1.8324526126243326,-0.5768024953079283,0
341.0,-0.39023984275669965,-1.1532075662235717,-1.830538397794069,-0.6233009827670734,0
342.0,-0.0449319212692838,-1.0483838536490804,-1.7285261299411385,-0.6897231407640239,1
343.0,0.27027381867424727,-1.1218878079718861,-1.6264160102906495,-0.7160683270883323,1
344.0,0.5507844877750759,-1.3718417388333104,-1.5742082498528092,-0.6623359072266527,1
345.0,0.39339037972227164,-1.4969695514270245,-1.321903069401821,-0.608525254426195,1
346.0,-0.003607067945440412,-1.496629344893727,-1.3695006994538086,-0.5346357497573968,1
347.0,-0.04032755751444672,-1.5708298099567042,-1.4670013802437658,-0.5406667821758177,0
348.0,0.2846928410561633,-1.7202300069135412,-1.7144053617015305,-0.6066177485832405,0
349.0,0.3744433278635736,-1.4461225296552724,-1.9117129034267932,-0.6124880538879842,0
350.0,0.8333192030862999,-1.3504004857954386,-2.1089242746631385,-0.6182771110644103,1
351.0,1.2669466402362901,-0.9355091364158861,-2.056039754271118,-0.6439843412116257,2
352.0,1.081958388375392,-0.8043834308130584,-2.1030596307003675,-0.5496091736113708,2
353.0,0.8857293453411141,-0.5603730319466163,-2.0999842019607606,-0.6351510457850935,1
354.0,0.4860825438426932,-0.20715674784794008,-2.096813775592609,-0.5806094035501945,1
355.0,0.09097727183392934,-0.14864855487508016,-2.0935486686359064,-0.6459837010754466,1
356.0,-0.6918082391804632,-0.1888976134910179,-2.090189207598628,-0.6912734009355745,0
357.0,-0.8549869076893757,0.16801516929470964,-2.336735728424079,-0.6964779741650011,0
358.0,-1.1920533151194235,0.5180813884635611,-2.3331885764572977,-0.7215969003107404,0
359.0,-1.2975430563444248,0.4574675374308741,-2.229548106410525,-0.7466296674844438,0
360.0,-1.3672505882738824,0.4826129366324095,-2.4258146823277325,-0.8315757724135882,0
361.0,-0.9983968915845978,0.39032069262646607,-2.571988677548217,-0.8764347204918014,0
362.0,-0.9897402614514161,0.27783936412193466,-2.718070474669267,-0.8412060258283254,0
363.0,-1.3416258104001715,0.042933248738101226,-2.564060465507907,-0.8258892112966023,0
364.0,-1.0559717097603538,-0.11606050500939236,-2.55995905106171,-0.8304838085819886,0
365.0,-0.7361927182273159,-0.10018941944697479,-2.7557666414687043,-0.8349893582285834,0
366.0,-0.9870640462090193,-0.0098589283314644,-2.901483655966355,-0.8394054096851777,0
367.0,-0.6145309832560956,-0.04482201986910361,-2.697110522849642,-0.8637315213503054,0
368.0,-0.02547187812891344,-0.3041855467388509,-2.5426476794282347,-0.8279672606164055,0
369.0,-0.22742392073840179,-0.28643304192763996,-2.5380955719827547,-0.8921122039130803,0
370.0,-0.6282826581692225,-0.08946345753725593,-2.3334546557201534,-0.8161659367494549,0
371.0,-0.4359872241334288,-0.11064483696314364,-2.27872539472819,-0.8601280537556237,0
372.0,-0.858203830762695,-0.2468815493661991,-2.073908261929022,-0.843998158723188,0
373.0,-0.5020201409227727,-0.09469336890368946,-2.019003739031916,-0.8677758646448754,1
374.0,-0.3736627054614532,-0.05030437860625675,-1.9140123164850744,-0.8114607937532425,1
375.0,0.3217512697247493,-0.00973942781276056,-2.108934493426592,-0.855052577558449,1
376.0,0.7804179305413608,-0.36892567911619956,-2.2037707776345434,-0.8585508568851079,1
377.0,1.199998422354977,-0.6237966507597696,-2.0985216854762045,-0.881955281908201,1
378.0,0.5797121327468037,-0.5703960966751951,-2.293187741856417,-0.9052655121880633,1
379.0,0.5203678120664357,-0.9049790705025273,-2.4377694801650978,-0.8084812167044256,0
380.0,-0.17566866889244226,-1.0241075918674545,-2.3822674422239007,-0.7916020738895162,0
381.0,-0.30456863869463746,-1.2247384710794162,-2.376682178232036,-0.8146277716602164,0
382.0,-0.8611932623115129,-1.10430104873075,-2.2210142467112473,-0.8375580074492711,0
383.0,-0.8392984102570452,-1.4607628643049582,-2.2652642144499637,-0.8003924882355433,0
384.0,-0.831783592325941,-1.492681576261191,-2.2094326564466193,-0.7831309305733165,0
385.0,-1.0309750317312165,-1.7992418072737844,-2.253520155852156,-0.8057730606206388,0
386.0,-1.6289315943687472,-1.780275973399309,-1.9975273039117047,-0.7283186141667072,0
387.0,-1.417761376774218,-1.6362685650810103,-2.041454699905466,-0.6507673366582882,0
388.0,-1.1899363314099594,-1.7683437706305383,-2.1853029510887807,-0.6931189832251736,0
389.0,-1.338592386164132,-1.3782367583504556,-2.1290726726314024,-0.7153733187046665,0
390.0,-1.0578030932449878,-1.368249350908215,-2.2227644875559873,-0.737530117665097,0
391.0,-1.1428158979523702,-1.2411912242788254,-2.1663790266757843,-0.7395891644283669,0
392.0,-1.5902416080360045,-1.2003081333548202,-2.3099169285315613,-0.7415502530915153,0
393.0,-2.1981895100953386,-0.7491989977312625,-2.1533788393277464,-0.7634131875473108,0
394.0,-2.566342746356323,-0.6917239657455132,-2.296765412867813,-0.8051777815038594,0
395.0,-2.495970946790963,-0.23190580531549476,-2.3400773104888946,-0.9068438585032366,0
396.0,-1.9898796129768652,0.1261728594095766,-2.1333152009956566,-0.8884112519391305,0
397.0,-1.6522982716026375,0.17847384045192938,-1.9764797605934126,-0.949879805073504,0
398.0,-0.8887118565858414,0.5211065432666143,-1.9195716728205074,-0.9712493710522669,1
399.0,-0.5056420420664123,0.5504273536648031,-1.8125916284799617,-0.9325198129199632,1
400.0,-0.11038724383904756,0.7631327155167837,-1.605540325570392,-0.9336910036334645,2
401.0,0.08926834545310194,0.8563435215245969,-1.4984184692162137,-0.9347628260746754,2
402.0,0.08536508751459021,0.8276786612653135,-1.4912267715971266,-0.9957351730622453,2
403.0,-0.12991477594152046,0.5753158476883845,-1.5839659518769005,-0.9366079473622855,2
404.0,0.43606454615886386,0.4980381682278888,-1.676636736131457,-0.9973810616980933,2
405.0,0.37668598202163117,0.4952651713612277,-1.4692398572762622,-0.9380544387588794,2
406.0,0.2863433987555546,0.3670676944947542,-1.711776054993037,-0.8586280112074989,2
407.0,0.7606651011994308,0.4141660543915484,-1.7042460756557913,-0.8991017216871848,2
408.0,1.1966881176125166,0.3379116463676147,-1.4466506722561834,-0.939475522827284,3
409.0,1.192976324007624,0.04025242231305115,-1.3389906043282236,-0.879749377247994,3
410.0,0.7496776978825432,-0.07631687058293224,-1.3812666378723217,-0.7999232575641009,2
411.0,1.0685184188241583,-0.3088184192298203,-1.4234795452786855,-0.779997146387718,2
412.0,0.9527340511756142,-0.4538674141612748,-1.4156301052500864,-0.7599710363300245,2
413.0,0.2069405522963571,-0.40775851595948787,-1.4077191027239857,-0.8598449300020043,1
414.0,-0.3630497510912872,-0.36656050975589766,-1.3497473287940438,-0.8996188400141855,1
415.0,-0.550459882026662,-0.7262167298182243,-1.0917155806310093,-0.9192927889753779,1
416.0,-1.3478183899962675,-0.7826486888340903,-1.0836246614030074,-0.9588668094904143,0
417.0,-1.5472572140881293,-0.8318602646364999,-1.275475380195217,-1.0183409441568876,0
418.0,-1.5408253577513085,-1.1700397828758522,-1.3172685519289686,-0.9577152455608933,0
419.0,-1.320805869937554,-1.0936573878926308,-1.409004997280249,-0.9569897762717696,0
420.0,-1.080023495587339,-1.2995552144094877,-1.5006855425976375,-0.9361646088358406,0
421.0,-0.6121307304063011,-1.185028056567961,-1.5923110198196697,-0.9752398257691627,0
422.0,-0.5118608758306834,-0.9478924735841108,-1.8338822663916443,-0.9542155195492714,0
423.0,-0.3752380056790884,-0.9865425666893322,-1.875400125181879,-0.9730917926059354,0
424.0,-0.39973547378255847,-1.0999910025101414,-1.9668654443974287,-0.9718687573109126,0
425.0,-0.3843766433940419,-0.9878942349269819,-2.0582790774992583,-0.9705465359667133,0
426.0,-0.3297738226135346,-1.0505612811086753,-1.9996418831169025,-1.00912526079437,0
427.0,-0.4381038535963899,-1.188945827534959,-2.140954724962601,-0.9876050739202153,0
428.0,-0.7130213287260063,-1.1046218676622024,-2.2322184717449316,-1.0059861273616704,0
429.0,-0.7595128935482331,-1.0997434935786004,-2.323433997081935,-1.0842685830120415,0
430.0,-0.9836984449497419,-0.8769898687885427,-2.3146021794137575,-1.0424526126243325,0
431.0,-1.3925871501815537,-0.7394967878201323,-2.355723901914805,-1.040538397794069,0
432.0,-0.9937980134795231,-0.7907765709954365,-2.19680005240543,-1.0185261299411386,0
433.0,-0.39525613040856367,-0.7346283406860779,-2.337831523263147,-0.9964160102906497,0
434.0,-0.20487673931157224,-0.5750409710863337,-2.278819211333396,-1.0342082498528093,0
435.0,-0.030249665734688014,-0.31609119069364305,-2.519764017839859,-0.9719030694018208,0
436.0,0.12166325996620031,-0.16183944051295845,-2.6106668482943407,-1.0295006994538087,0
437.0,0.04480574883234345,-0.11622614833200817,-2.6015286124062147,-1.027001380243766,0
438.0,0.13426849843124367,0.017028931213668996,-2.5923502239914535,-0.9844053617015307,1
439.0,-0.013515088747575676,0.33452173938448293,-2.6331326008812512,-0.9817129034267937,1
440.0,-0.0006267163048753188,0.4332508714921063,-2.7738766648302358,-1.0389242746631384,1
441.0,0.1724197970216671,0.61069424908256,-2.7645833414243013,-1.0760397542711182,1
442.0,-0.2933009983109255,0.864873547523059,-2.5552535599880426,-1.0130596307003676,1
443.0,-0.5951690215867053,0.894404733161828,-2.595888253491829,-0.9899842019607611,1
444.0,-0.7291231161808036,0.8985334190673746,-2.3364883584585043,-0.9268137755926089,1
445.0,-0.6898229550583311,0.8771541361694929,-2.377054814869741,-0.8235486686359066,1
446.0,-1.0708619427609298,0.9308130275123584,-2.167588566072035,-0.8201892075986287,1
447.0,-1.265022626150449,0.9606938967938446,-2.208090558682378,-0.7767357284240792,1
448.0,-1.0645644314896157,0.8685879675871725,-2.098561742493594,-0.7331885764572976,1
449.0,-0.8615322566901367,0.5568481257587208,-1.939003070379361,-0.7295481064105251,1
450.0,-1.2480736161291701,0.22832881397913646,-1.829415498198926,-0.7058146823277325,1
451.0,-0.8167516944712085,-0.11368688625134055,-1.7697999847015162,-0.7019886775482167,1
452.0,-0.7608418290271979,-0.5655711223422126,-1.9101574914304682,-0.6580704746692669,0
453.0,-0.8745996008351042,-0.8234439456788568,-1.7504889826270749,-0.674060465507907,0
454.0,-1.3534898465163545,-0.8832724265909491,-1.6907954251341593,-0.5699590510617106,0
455.0,-0.9943674609282015,-1.240973677288101,-1.6310777882993923,-0.5857666414687048,0
456.0,-1.5956027825808228,-1.4925191509973985,-1.5213370438783587,-0.6414836559663548,0
457.0,-1.1571465630982067,-1.734037552936024,-1.5115741659373851,-0.6171105228496424,0
458.0,-1.6805319305955073,-1.5619137342137992,-1.451790130756129,-0.5326476794282347,0
459.0,-1.3688132686991532,-1.6728810423777882,-1.441985916729955,-0.5480955719827547,0
460.0,-1.426444447910339,-1.664104769464502,-1.2321625042720952,-0.5434546557201532,0
461.0,-1.0591012638431008,-1.5332545658429293,-1.1223208757156102,-0.4587253947281898,0
462.0,-1.2734551611642542,-1.3785639700055294,-1.062462015215154,-0.4539082619290224,0
463.0,-0.6769072641474503,-1.3988755335927263,-0.8525869086485611,-0.4290037390319165,1
464.0,-0.6772933172039939,-1.3936703889127258,-0.8426965435182585,-0.4240123164850748,1
465.0,-0.4825712984802984,-1.4630815036414968,-0.6327919088525167,-0.4189344934265921,1
466.0,0.09949583961801345,-1.5078902841058948,-0.82287399510655,-0.4537707776345433,1
467.0,0.2616496548410261,-1.3295066139204814,-0.8129437940634674,-0.3885216854762045,2
468.0,0.19742558628175222,-1.2299328378997698,-0.8530022987350978,-0.4831877418564172,2
469.0,0.3014106760193782,-1.1117126112924112,-0.993050503262689,-0.3977694801650978,2
470.0,0.3694593666699876,-0.9778659210058769,-1.0330894028174964,-0.41226744222390127,2
471.0,0.19885877167741128,-1.1318119387324366,-1.0231199935012631,-0.36668217823203625,2
472.0,0.5884368295391845,-1.1772816767269703,-1.0631432722466128,-0.4010142467112476,2
473.0,0.5386090302000182,-0.9182226774824355,-1.203160236717356,-0.35526421444996353,2
474.0,0.45136185077885116,-0.8586981720466735,-1.2931718852087286,-0.3494326564466194,2
475.0,0.1301735609948197,-0.5027832830248189,-1.1831792165475568,-0.24352015585215586,2
476.0,0.1798755555298326,-0.25446092380686497,-1.2731832299923795,-0.2375273039117048,2
477.0,0.006459741569003363,0.08247994668050129,-1.1631849251335211,-0.23145469990546602,2
478.0,-0.3831603396302957,0.004541114571195548,-1.253185301793138,-0.22530295108878057,2
479.0,-0.7814251338114174,0.30860447444861483,-1.09318535992523,-0.23907267263140322,2
480.0,-0.7804304492910838,0.2920116826993705,-1.0831860995156504,-0.2127644875559877,2
481.0,-0.9722425721387373,0.352632066052633,-1.2231885204821067,-0.22637902667578438,2
482.0,-1.3492145583145831,0.3889170505519275,-1.413193622574173,-0.179916928531561,1
483.0,-1.3042910931971872,0.3999397205478019,-1.35320240527331,-0.21337883932774662,1
484.0,-1.0312897647130845,0.28541849715965384,-1.4932158676929221,-0.16676541286781293,1
485.0,-0.725147536596414,0.24572433133023042,-1.6832350084784435,-0.16007731048889445,2
486.0,-1.1821225956675268,0.08187122772309907,-1.5232608257074811,-0.1333152009956565,1
487.0,-1.399943526116446,-0.30450965846582156,-1.4632943167899988,-0.22647976059341302,1
488.0,-1.3778998636833706,-0.31121169007442484,-1.4033364783685829,-0.25957167282050814,1
489.0,-1.1168704196267085,-0.7355091174767479,-1.2933883062187772,-0.27259162847996216,1
490.0,-1.4192882452914592,-0.8742267090381066,-1.3834507951495063,-0.20554032557039192,0
491.0,-0.8890436340299974,-0.7238208637828192,-1.3735249389035973,-0.15841846921621353,1
492.0,-0.7313290274826849,-0.6804701342164639,-1.2136117300584024,-0.11122677159712709,1
493.0,-0.752432009315342,-0.6401728468577131,-1.203712159926545,-0.16396595187690124,1
494.0,-0.9594846391001144,-0.5988493267211608,-1.043827218456788,-0.1766367361314568,1
495.0,-0.5601791196068611,-0.9524461143822807,-1.0339578941350427,-0.189239857276262,1
496.0,-0.9624611329528135,-1.0970395133546686,-1.024105173885516,-0.24177605499303761,1
497.0,-0.3742130713306959,-0.9289358226166662,-1.064270042972022,-0.3142460756557921,1
498.0,0.19706020909372857,-1.0447656938042746,-0.8544534848994558,-0.3066506722561835,2
499.0,0.34453058311402873,-0.9415702026748397,-0.8946564813154454,-0.33899060432822375,2
500.0,0.662318872287684,-0.8168764361088419,-0.8348800119121845,-0.3512666378723216,2
501.0,0.9457292292277979,-1.0687606637468783,-0.8751250543284662,-0.323479545278686,2
502.0,0.9914363462197612,-0.9958974805151602,-0.6653925840519193,-0.39563010525008635,3
503.0,0.9976180247462524,-1.2975936646723454,-0.7556835743214623,-0.40771910272398576,2
504.0,0.9640278207918351,-1.473805886459272,-0.8459989960299769,-0.4997473287940438,2
505.0,0.8920048697881602,-1.4251418149764183,-0.7863398176272216,-0.49171558063101006,2
506.0,0.784420499510169,-1.3528445950134547,-0.8767070050229867,-0.4636246614030073,2
507.0,0.04556375929873646,-1.458761090377027,-0.867101521490507,-0.515475380195217,1
508.0,-0.5190295708016905,-1.345294704954628,-1.1075243275701303,-0.6072685519289687,0
509.0,-0.5027976741242963,-1.315343986721042,-1.1479763809732677,-0.5590049972802495,1
510.0,-0.8984142963033787,-1.4722285830745183,-1.0884586364866213,-0.6506855425976376,0
511.0,-0.8980808199166335,-1.4196044390058016,-1.0789720458767103,-0.6823110198196697,0
512.0,-0.49383717075173716,-1.461370404399334,-1.119517557794689,-0.6938822663916443,0
513.0,-0.0778791608457815,-1.201568636223835,-0.9600961176814873,-0.6054001251818799,1
514.0,-0.642869616831801,-0.9442813398812628,-1.150708667673265,-0.5968654443974295,1
515.0,-0.582230889887116,-0.7935264875011994,-1.0913561465071997,-0.5682790774992583,1
516.0,-1.0904070858349586,-0.553155177102071,-1.1820394894276154,-0.4796418831169024,1
517.0,-1.563085561112604,-0.42675325462370317,-1.2727596280924556,-0.43095472496260173,0
518.0,-1.7973688542609243,-0.3175497119392803,-1.2135174904801205,-0.4222184717449323,0
519.0,-1.3918901985692829,-0.12833420085896696,-1.3043140007966691,-0.413433997081935,1
520.0,-1.3468680107512125,0.23861422973416635,-1.3951500793834017,-0.4846021794137574,1
521.0,-0.6640971833592841,0.5815853531753031,-1.1860266426248218,-0.5157239019148055,2
522.0,-0.7468775280831652,0.5994814534989544,-1.226944602857003,-0.48680005240543084,2
523.0,-0.5998822226707023,0.4918453670688878,-1.3679048682763528,-0.4578315232631469,2
524.0,-0.62897150607818,0.2588721610212855,-1.2089083428487977,-0.5288192113333958,2
525.0,-0.8409590492362014,0.3014041501902339,-1.0999559262193825,-0.5597640178398597,2
526.0,-1.0433403154914132,0.1209093798103561,-0.9910485136223097,-0.5906668482943417,1
527.0,-0.6439937401362569,-0.08055587633474581,-0.8321869957914156,-0.5415286124062146,2
528.0,-0.8508666420556463,-0.2003996443171321,-0.6733722588711005,-0.552350223991454,2
529.0,-0.27165838920225593,-0.3355604631615389,-0.5646051843277098,-0.5431326008812514,2
530.0,0.0864865509069841,-0.7825855911923307,-0.4558866488613918,-0.5538766648302369,2
531.0,0.6172634385651576,-1.0377192078155226,-0.5472175243184273,-0.5245833414243013,2
532.0,0.5154586119516545,-0.9969983575830031,-0.5385986776040477,-0.5752535599880426,2
533.0,1.177157339376344,-0.8563541856064836,-0.7800309705957413,-0.6258882534918289,3
534.0,0.7998998872783967,-0.8117158782183919,-0.7715152600570692,-0.6764883584585051,2
535.0,0.9827795820412206,-0.7591146536707107,-0.7130523975519882,-0.7270548148697407,2
536.0,0.526478956208372,-0.8947851463841505,-0.7046432293596979,-0.6775885660720349,2
537.0,1.033242538064908,-0.9152615948432887,-0.6462885963900094,-0.5680905586823781,3
538.0,0.9067873693776765,-1.1174663759759669,-0.7879893340992569,-0.49856174249359436,2
539.0,0.5521548186698774,-1.3987886243680574,-0.779746272406754,-0.4890030703793619,2
540.0,-0.22449040223298794,-1.4571509279516266,-0.7715602356117998,-0.4794154981989258,1
541.0,-0.6161060058097764,-1.591062396396227,-0.9134320423112536,-0.4697999847015161,0
542.0,-1.015052882623873,-1.699656746548346,-0.9053625053176714,-0.520157491430469,0
543.0,-1.4133996485098734,-1.782714432009857,-0.7473524315780277,-0.5104889826270758,0
544.0,-1.0032388438313182,-1.8406682515458768,-0.6394026220930209,-0.4807954251341592,0
545.0,-0.577002178942952,-1.9745922930528204,-0.681513871836976,-0.47107778829939223,0
546.0,-0.12776225801581165,-1.7861744955177161,-0.7736869696783442,-0.42133704387835946,1
547.0,-0.6495087524481897,-1.5776735298854985,-0.8159226983008185,-0.4115741659373859,1
548.0,-0.937388013700347,-1.5518611003311376,-0.9082218341250663,-0.3417901307561289,0
549.0,-1.387896572945205,-1.211951139875699,-0.9505851472310887,-0.311985916729955,0
550.0,-1.7990208133146481,-0.8615177090748213,-1.143013401281211,-0.24216250427209596,0
551.0,-1.7703172464497179,-0.804403695093408,-1.0355073534437178,-0.17232087571561117,0
552.0,-1.1029301929819744,-0.5446226434880497,-0.9280677543171378,-0.06246201521515421,1
553.0,-0.799546162081032,-0.5862562304469735,-0.8706953478551851,0.007413091351438805,2
554.0,-0.4642867488117363,-0.2333499946033491,-0.6633908712923615,0.09730345648174138,2
555.0,-0.3025443191453852,0.11019000800176304,-0.7061550550702363,0.06720809114748238,3
556.0,-0.1207670333450015,0.14069698581330037,-0.5989886227644012,0.07712600489344995,3
557.0,0.07379822183593948,0.1548370815410598,-0.5418922910121162,0.16705620593653261,3
558.0,0.27339474365954103,0.5496945369886344,-0.5348667694406422,0.21699770126490214,3
559.0,0.4700652486639435,0.4228461773597426,-0.32791276059628166,0.20694949673731017,3
560.0,0.6559691044442761,0.3724233123082513,-0.42103095987412353,0.29691059718250357,3
561.0,0.8236949109241445,0.5971594724426605,-0.21422205544850642,0.2868800064987369,3
562.0,0.9665559694885717,0.3964227618354321,-0.20748672820419817,0.25685672775338725,3
563.0,1.278856860556734,0.37023200007820645,-0.3508256516683106,0.24683976328264295,3
564.0,1.3561205019876987,0.31925624152718657,-0.5442394919429463,0.29682811479127047,3
565.0,1.7952666362171312,-0.055202315980265926,-0.5877289076385888,0.32682078345244314,3
566.0,1.39473463040608,0.14875840366646675,-0.48129454980824415,0.2568167700076206,3
567.0,1.3545456939473857,0.23359176549290084,-0.624937061882333,0.16681507486647784,3
568.0,1.0763020329141342,0.0022397511669814962,-0.4686570796043501,0.17681469820686113,3
569.0,0.9631229751595702,-0.14194219519725354,-0.6624552309672891,0.18681464007477017,3
570.0,0.41952061255920986,-0.19527088331325707,-0.6063321361508469,0.2368139004843497,3
571.0,0.4512199181464491,-0.25382946541365625,-0.7002884074594018,0.30681147951789234,3
572.0,-0.3350694904960194,-0.2135674938233898,-0.7943246492607868,0.23680637742582605,3
573.0,-0.9319208425158438,-0.07040439140044435,-0.8384414579258513,0.16679759472668987,2
574.0,-1.5314862957083568,-0.32033369164679715,-0.8826394217688271,0.19678413230707803,1
575.0,-1.3258098052199643,-0.4595253856309882,-0.9769191209884946,0.24676499152155545,1
576.0,-1.5071443059497605,-0.6844237612255646,-0.8712811276101646,0.3167391742925181,1
577.0,-1.0682605635877422,-1.091838235313907,-0.7657260054284766,0.26670568321000127,1
578.0,-0.8027353813736344,-1.3790248586182234,-0.7102543099510201,0.29666352163141724,1
579.0,-0.3052076726821408,-1.3437564110727207,-0.7048665883427827,0.4066116937812227,2
580.0,-0.3715921906288022,-1.2843792971250845,-0.6495633793714356,0.4365492048504928,2
581.0,-0.19924239397155497,-1.3998557875512931,-0.6443452133534561,0.4664750610964027,2
582.0,-0.7870559563583799,-1.4897905286982365,-0.7392126121010983,0.4363882699415977,1
583.0,-0.9355187126003867,-1.6544406419640787,-0.6841660888702101,0.546287840073455,1
584.0,-1.446685289971029,-1.5947091555207384,-0.7292061483089088,0.556172781543211,1
585.0,-1.3240971967004738,-1.212121936067994,-0.6743332864071174,0.5860421058649573,1
586.0,-1.1726416332183018,-1.1087887099075893,-0.8695479904469656,0.5758948261144841,1
587.0,-0.398356654894887,-0.6873491690707758,-0.7148507389540617,0.5457299570279779,2
588.0,0.1918095461720697,-0.25090553924175923,-0.8602420016496404,0.5555465151005433,3
589.0,0.3902756436501778,0.09705666794144707,-0.6557222394035916,0.5053435186845536,3
590.0,0.5891294205289584,-0.04724230620807843,-0.7012919041883731,0.5151199880878155,3
591.0,0.7804432042436629,0.11222008814701226,-0.7969514390338152,0.5448749456715338,3
592.0,0.9565899179631276,0.1713703150560497,-0.8927012779828161,0.61460741594808,3
593.0,1.1105471480744562,0.5261428130210064,-0.8885418460479387,0.6843164256785368,3
594.0,1.4361771056532442,0.6725838515263896,-1.0844735591689103,0.7140010039700231,3
595.0,1.3284713207390764,0.7069525307981571,-1.1304968241710294,0.6836601823727785,3
596.0,0.7837503142277313,0.7258163447092634,-1.1766120387244812,0.6132929949770124,3
597.0,0.19981028709175996,0.8261388656357512,-1.272819591304573,0.7028984785094922,3
598.0,0.17601097889324868,0.805357311315953,-1.3691198611528863,0.6924756724298697,3
599.0,0.513301192947012,0.5614480122336619,-1.6155132182393541,0.7620236190267323,3
600.0,0.4141809705265618,0.7929781071327171,-1.712000023225261,0.7715413635133779,3
601.0,0.28260192210783763,0.8991421460785485,-1.9585806274271818,0.721027954123289,3
602.0,0.3238096891296018,0.9797826660257194,-1.905255372781846,0.690482442205311,3
603.0,-0.05586518317717115,0.9353942132796536,-1.8520245918119476,0.6199038823185128,3
604.0,-0.4492596246504574,0.7671107100969901,-1.6488886075928912,0.5892913323267349,3
605.0,-0.6486636092001539,0.4766764881502719,-1.7958477337204852,0.6586438534927996,2
606.0,-0.4461275292179534,0.46640172881963066,-1.7929022742795828,0.6879605105723847,3
607.0,-0.23377912134616535,0.2391034486085883,-1.7400525238136737,0.6972403719075444,3
608.0,-0.4041373087754801,0.1980335372369469,-1.6872987672954298,0.7064825095198795,2
609.0,-0.5504104481694385,0.2467956867090573,-1.8346412800982081,0.7556859992033299,2
610.0,-1.0667670910519802,0.1892533334402491,-1.6320803279685134,0.7448499206165983,2
611.0,-1.148568465256014,0.02943096509982883,-1.479616166999425,0.7139733573751781,2
612.0,-1.7925534081311794,-0.32858868667012076,-1.427249043604986,0.743055397142997,1
613.0,-1.9969683788075572,-0.7807689414033205,-1.1749791944955637,0.7120951317236464,1
614.0,-2.1616373663365263,-0.8232222885607186,-0.9728068466541769,0.6610916571512023,1
615.0,-1.4879689066918553,-0.65230969567142,-0.9207322173138001,0.6300440737806177,1
616.0,-1.3788999288852999,-0.8647335689938379,-0.8687555139356379,0.7189514863776902,1
617.0,-1.2387786688749487,-0.8576219919764494,-0.8668769341883812,0.7678130042085836,2
618.0,-0.8731913191192083,-1.0286020896103707,-0.8650966659284391,0.7766277411288987,2
619.0,-0.28873932471174163,-1.0758606445495082,-0.7134148871811541,0.7053948156722902,2
620.0,-0.2927762045976609,-1.3981904165332235,-0.46183176612299964,0.7741133511386082,2
621.0,-0.29311438997850137,-1.6950209818618527,-0.360347461064762,0.782782475681572,2
622.0,0.5022862326661481,-1.4664333051172291,-0.40896212043571023,0.7914013223959515,3
623.0,0.28563565713376726,-1.4131576708873634,-0.5076758827687525,0.8399690294042588,3
624.0,-0.15037567953660091,-1.5365550283302687,-0.6564888766865842,0.8884847399429306,2
625.0,-0.41228548785576546,-1.5385822251380614,-0.5554012208888239,0.7969476024480111,2
626.0,-0.10559898799722311,-1.3217420190148799,-0.5044130241401452,0.7653567706403013,3
627.0,-0.6345694340416259,-1.2890191436470015,-0.5535243852593994,0.7737114036099906,2
628.0,-0.2020285501584641,-1.1438040623877415,-0.5527353931097342,0.722010665900743,3
629.0,0.19072636130053733,-0.9898063574021079,-0.45204612658970683,0.690253727593246,3
630.0,0.7439841391523141,-0.8309599667832714,-0.40145665462539504,0.6384397643881994,3
631.0,0.6596082482902974,-0.5713226903995752,-0.500967036163504,0.6465679576887464,3
632.0,0.7409624892196374,-0.3149725316389192,-0.600577320165472,0.6546374946823286,3
